code,Quantile
international journal of sustainable engineering,N/A
international journal of web information systems,N/A
international journal of the classical tradition,N/A
jirss-journal of the iranian statistical society,N/A
journal of engineering physics and thermophysics,N/A
journal of the british society for phenomenology,N/A
jewish film & new media-an international journal,N/A
journal of active and passive electronic devices,N/A
journal of aeronautics astronautics and aviation,N/A
journal of algorithms & computational technology,N/A
journal of anaesthesiology clinical pharmacology,N/A
journal of chinese economic and business studies,N/A
journal of college of sharia and islamic studies,N/A
journal of education for students placed at risk,N/A
journal of environmental engineering and science,N/A
journal of geovisualization and spatial analysis,N/A
journal of hazardous toxic and radioactive waste,N/A
journal of economic and administrative sciences,N/A
journal of electronic commerce in organizations,N/A
philosophical transactions of the royal society b-biological sciences,Q1
criminology,Q1
journal of marketing research,Q2
urban climate,Q1
phytomedicine,Q1
food control,Q1
anatomical sciences education,Q1
european review of aging and physical activity,Q1
archives of disease in childhood-fetal and neonatal edition,Q1
exercise and sport sciences reviews,Q1
learning and instruction,Q1
ieee transactions on automation science and engineering,Q1
apl materials,Q1
rhinology,Q1
journal of molecular liquids,Q1
biochimica et biophysica acta-molecular basis of disease,Q1
cancer immunology immunotherapy,Q1
anesthesia and analgesia,Q1
frontiers in plant science,Q1
alexandria engineering journal,Q1
critical reviews in oncology hematology,Q1
asia-pacific journal of atmospheric sciences,Q1
molecular ecology,Q1
annual review of resource economics,Q1
hydrology and earth system sciences,Q1
transportation research part a-policy and practice,Q1
canadian journal of cardiology,Q2
journal of cultural economy,N/A
international journal of nursing studies,Q1
agricultural water management,Q1
entomologia generalis,Q1
biology and fertility of soils,Q1
american journal of preventive medicine,Q1
journal of business and psychology,Q1
composite structures,Q1
trauma violence & abuse,Q1
ieee transactions on emerging topics in computing,Q1
journal of cardiac failure,Q2
journals of gerontology series a-biological sciences and medical sciences,Q1
frontiers in nutrition,Q1
computer methods in applied mechanics and engineering,Q1
apl bioengineering,Q1
american journal of roentgenology,Q1
journal of chemical theory and computation,Q1
agriculture ecosystems & environment,Q1
microbial biotechnology,Q1
cancers,Q1
molecular nutrition & food research,Q1
oeconomia copernicana,Q1
amyloid-journal of protein folding disorders,Q1
quantum science and technology,Q1
catalysis today,Q1
european journal of endocrinology,Q1
journal of bone and joint surgery-american volume,Q1
human-centric computing and information sciences,Q1
talanta,Q1
journal of management analytics,Q1
scipost physics,Q1
indoor air,Q1
journal of virology,Q2
ieee transactions on automatic control,Q1
communications biology,Q1
environment and behavior,Q1
ecological economics,Q1
proceedings of the combustion institute,Q1
journal of affective disorders,Q1
journal of the american college of surgeons,Q1
journal of advertising,Q1
academy of management discoveries,Q2
pharmaceutics,Q1
oncogenesis,Q1
cleveland clinic journal of medicine,Q1
current environmental health reports,Q1
infection control and hospital epidemiology,Q1
engineering applications of computational fluid mechanics,Q1
ieee transactions on transportation electrification,Q1
cancer science,Q2
rock mechanics and rock engineering,Q1
clinical & translational immunology,Q2
journal of cellular physiology,Q1
seminars in liver disease,Q2
international journal of pharmaceutics,Q1
publications of the astronomical society of australia,Q1
thyroid,Q1
global biogeochemical cycles,Q1
annals of the new york academy of sciences,Q1
expert opinion on investigational drugs,Q1
cns drugs,Q1
communications physics,Q1
world journal of mens health,Q1
evolution letters,Q1
new biotechnology,Q1
nuclear data sheets,Q1
review of economics and statistics,Q1
human genomics,Q1
molecular autism,Q1
journal of general internal medicine,Q1
journal of the energy institute,Q2
japanese dental science review,Q1
applied thermal engineering,Q1
frontiers in public health,Q1
human-computer interaction,Q1
nanomedicine-nanotechnology biology and medicine,Q2
antimicrobial resistance and infection control,Q1
computers environment and urban systems,Q1
industrial crops and products,Q1
food chemistry-x,Q1
mabs,Q2
journal of thoracic and cardiovascular surgery,Q1
quantum,Q1
biofactors,Q1
journal of analytical and applied pyrolysis,Q1
ecology,Q1
therapeutic advances in neurological disorders,Q1
cancer cell international,Q2
european journal of vascular and endovascular surgery,Q1
environmental science & policy,Q1
agricultural and forest meteorology,Q1
international review of cell and molecular biology,Q1
contact dermatitis,Q1
journal of management in engineering,Q1
international small business journal-researching entrepreneurship,Q2
genomics proteomics & bioinformatics,Q1
diabetes obesity & metabolism,Q1
microchimica acta,Q1
entrepreneurship and regional development,Q1
tunnelling and underground space technology,Q1
seminars in thrombosis and hemostasis,Q1
giscience & remote sensing,Q1
psychology of aesthetics creativity and the arts,N/A
egyptian journal of remote sensing and space sciences,Q1
safety science,Q1
proceedings of the nutrition society,Q1
journal of bone and mineral research,Q1
advanced materials interfaces,Q2
phytotherapy research,Q1
